case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e20_style_specificity,Hold4TwoStage_e20_structure_preservation,Hold4TwoStage_e20_artifact_control,Hold4TwoStage_e20_note
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is a washed-out, blurry version of the source with no stylistic reduction or simplification. Structure is partially preserved but degraded by noise and lack of clarity.",5,5,5,"Excellent minimalism: flat colors, simplified shapes, bold outlines, and reduced detail while preserving all key compositional elements. Clean, artifact-free rendering with strong stylistic fidelity.",2,3,2,"Similar to LBM — overly blurred and desaturated, failing to impose minimalism. Structure is vaguely retained but obscured by haze and low contrast. No clear stylistic transformation."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; appears washed out and lacks Impressionist brushwork or color vibrancy. Structure is somewhat preserved but overly faded. High artifact presence due to loss of detail and contrast.,5,5,5,"Excellent Impressionist style with visible brushstrokes, vibrant colors, and atmospheric lighting. Structure is well-preserved with clear figures and architecture. Minimal artifacts; clean and coherent output.",3,4,3,"Moderate style transfer with some Impressionist traits (soft edges, muted tones) but lacks vibrancy and texture. Structure is mostly preserved but slightly blurred. Some smudging and loss of fine detail as artifacts."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses both style and structural detail. Fails to convey Early Renaissance characteristics.,5,5,5,"Excellent preservation of source structure with strong Early Renaissance stylistic cues (tonal harmony, classical composition). Clean output with no visible artifacts.",3,2,2,Moderate style attempt but suffers from heavy blur and loss of structural fidelity. Artifacts present in foliage and sky regions.
Minimalism__mira-schendel_untitled-1984__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very blurry, lacks Ukiyo-e texture and line work; structure is preserved but heavily degraded by blur.",5,5,5,"Excellent Ukiyo-e style transfer with clear lines, traditional color palette, and perfect structural alignment to source.",3,4,3,Moderate style transfer; some Ukiyo-e elements present but washed out. Structure is mostly preserved with minor artifacts at edges.
Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very hazy and washed-out; style transfer is weak and indistinct, with significant loss of detail and color fidelity.",5,5,5,"Excellent preservation of the source image's structure and details. The style transfer is subtle and effective, enhancing the image with a warm, aged, painterly quality without introducing artifacts.",1,1,1,"The output is extremely degraded, with severe blurring and loss of all structural detail. It fails to apply any discernible style and is largely an artifact-ridden mess."
Early_Renaissance__benozzo-gozzoli_the-school-of-tagaste-1465-1__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with faded colors and some texture; structure mostly preserved but slightly washed out; minor artifacts in background details.,5,5,5,"Excellent Early Renaissance style match with rich, period-appropriate tones and composition; structure perfectly preserved; no visible artifacts.",2,3,2,Weak style transfer — overly desaturated and blurry; structure partially lost with smeared figures; significant artifacts and loss of detail.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly desaturated and muddy; lacks Early Renaissance color richness and detail. Structure is preserved but style is weak and indistinct.,5,5,5,Excellent match to Early Renaissance palette and texture while preserving source structure. Clean output with no visible artifacts.,3,4,3,Moderate style transfer with some haze and loss of detail. Structure is mostly intact but style is diluted and inconsistent.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; Ukiyo-e ink-line and color blocking absent. Structure is somewhat preserved but blurred by haze. Heavy artifacting from over-smoothing.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color regions, stylized shading, and paper-like texture. Structure perfectly preserved. No visible artifacts.",3,4,3,"Moderate Ukiyo-e influence with some color flattening and line suggestion, but lacks crisp outlines and traditional ink wash feel. Structure mostly intact. Mild smudging artifacts present."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out appearance; lacks Renaissance color depth and texture. Structure is somewhat preserved but overly degraded. Heavy artifacts from over-smoothing or incorrect style mapping.",5,5,5,"Excellent match to Early Renaissance style: rich colors, atmospheric perspective, painterly brushwork. Source structure (figures, landscape, composition) is well preserved. Minimal artifacts; clean and coherent output.",3,4,3,"Moderate style transfer — some Renaissance-like tones but lacks richness and detail. Structure is mostly intact but slightly blurred. Some smudging and loss of fine texture, especially in sky and water areas."
Minimalism__agnes-martin_happy-valley-1967__to__Minimalism,Minimalism,Minimalism,Hold4TwoStage_e20,Hold4TwoStage_e20,Hold4TwoStage_e20,Hold4TwoStage_e20,4,2,3,3,Faint purple tones suggest minimalism but lack clarity; structure is preserved but washed out; minor artifacts from low contrast.,1,2,2,Almost entirely blank; fails to convey style or structure; possible over-smoothing or failure in transfer.,5,5,5,"Clean, uniform off-white background with subtle texture — perfectly captures minimalism; source structure preserved without distortion; no visible artifacts."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Clean geometric simplification aligns well with minimalism; strong structure retention and no visible artifacts.,2,3,2,"Similar to LBM — hazy, low contrast, minimalism not evident; structure vaguely retained but obscured by blur."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint Ukiyo-e influence; structure preserved but colors washed out and details lost. Low style specificity.,5,5,5,"Excellent Ukiyo_e style transfer with clear line work, color palette, and compositional fidelity. Minimal artifacts and strong structural integrity.",2,2,2,Overly blurred and desaturated; style is barely recognizable. Structure is distorted and artifacts from over-smoothing are evident.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,5,1,5,5,Perfectly preserves the source geometry and lighting but completely fails to apply any Rococo style; appears as a plain purple shape.,5,4,3,Excellent Rococo style transfer with ornate frames and pastel colors. Structure is well-preserved but slightly distorted by the heavy frame overlay. Minor artifacts in the background texture.,2,3,2,Shows some Rococo-like pastel coloring but lacks detail and ornate features. Structure is blurred and distorted with significant halo artifacts around the edges.
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly soft and washed-out; lacks Renaissance color depth and detail. Structure is preserved but blurred.,5,5,5,"Excellent match to Early Renaissance style: rich colors, clear facial features, proper drapery, and faithful structure with no artifacts.",1,2,1,Extremely blurry and indistinct; almost entirely loses structure and style. Appears as a smudged ghost of the original.
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Impressionist style; output is a degraded, blurry version of the source with no stylistic transfer.",5,5,5,Excellent transfer of Impressionist brushwork and color palette while perfectly preserving the original composition and details.,1,1,1,"Complete failure; the output is an indistinct, washed-out blur with no recognizable content or style."
Minimalism__tony-smith_die-1968__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Very faint, washed-out style transfer; minimal impressionistic texture or color variation. Structure preserved but lacks stylistic intent.",5,5,5,Strong impressionistic brushwork and color palette applied while preserving cube geometry and lighting. Clean output with no visible artifacts.,3,4,4,"Moderate style application — some softness and color shift toward impressionism, but less textured than Seedream. Structure intact, minor haloing at edges."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed out; structure preserved but lacks color vibrancy and stylistic depth.,5,5,5,"Excellent impressionist rendering with rich texture, accurate color palette, and well-preserved scene structure; minimal artifacts.",2,3,2,Very faint impressionist effect; structure is blurred and indistinct; heavy over-smoothing and loss of detail reduce quality.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Rococo style; appears as a distorted, metallic version of the source with no ornamental or period styling. Structure is somewhat preserved but heavily warped.",5,5,5,"Excellent Rococo style transfer: ornate frame, pastel palette, and decorative motifs match the target reference. Source structure (cylinders) is perfectly preserved and integrated into the styled scene with no artifacts.",3,4,3,"Shows some Rococo elements (pastel tones, soft lighting) but lacks clear ornamental detail. Structure is mostly preserved but objects appear slightly melted or fused. Minor artifacts in texture blending."
Minimalism__sean-scully_untitled-1973__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very weak Ukiyo-e style; washed-out colors and no line work. Structure is preserved but lacks definition. Some color bleeding and soft edges.,5,5,5,"Excellent Ukiyo-e style with strong linework, flat color blocks, and appropriate texture. Structure is perfectly preserved. No visible artifacts.",2,2,2,Poor style transfer; looks like a blurry watercolor wash. Structure is heavily distorted and warped. Significant artifacts and loss of detail.
