case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e01_style_specificity,DualPathFresh_e01_structure_preservation,DualPathFresh_e01_artifact_control,DualPathFresh_e01_note
Minimalism__robert-mangold_untitled-fcpa-1995__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Fails to capture minimalism; overly desaturated and washed-out, losing color identity and visual impact.",5,5,5,"Perfectly preserves source structure while applying a clean, minimal aesthetic with no artifacts or distortion.",3,4,3,"Retains structure well but introduces soft blur and color bleeding, reducing clarity and minimal precision."
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic texture; structure is blurred but recognizable; heavy ghosting and low contrast reduce clarity.,5,5,5,Strong impressionist brushwork with clear color blending; anatomy and pose perfectly preserved; no visible artifacts or distortions.,3,4,3,Moderate impressionist feel with soft edges; structure mostly intact but slightly washed out; minor haloing around figure edges.
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses Rococo elegance and detail; structure partially preserved but heavily degraded by noise.,5,5,5,"Excellent Rococo styling with soft pastels, ornate framing, and painterly texture; source composition fully preserved; minimal artifacts.",3,4,3,Moderate Rococo influence with some color softening; structure mostly intact but suffers from smudging and inconsistent texture application.
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Heavy blur and color bleeding; structure partially preserved but style is muddy and lacks impressionist brushwork clarity.,5,5,5,"Excellent impressionist texture with visible brushstrokes, strong structural fidelity to source, minimal artifacts, and vibrant yet harmonious color palette.",3,4,3,"Moderate impressionist feel with some softness, but colors are oversaturated and slightly washed out; structure mostly intact but lacks fine detail."
Ukiyo_e__utagawa-kunisada_the-actor__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not achieved, structure partially preserved but details lost.",5,5,5,"Excellent minimalism with clean background, perfect structure retention, no artifacts.",3,4,3,Moderate minimalism attempt; structure mostly preserved but some smudging and low contrast artifacts present.
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,DualPathFresh_e01,4,2,3,2,Overly blurred and washed out; loses structural detail and fails to capture Rococo elegance or color richness.,5,4,4,"Strong Rococo aesthetic with soft pastels, ornate framing feel, and romanticized figures; minor softening of edges but overall highly stylized and coherent.",3,5,5,"Excellent preservation of original composition and anatomy; however, style transfer is subtle — lacks strong Rococo flair, appearing more like a gentle filter than a stylistic reinterpretation."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses both style fidelity and structural clarity.,5,5,5,Excellent impressionistic brushwork while preserving subject structure and color harmony.,3,4,3,Moderate style transfer with some smudging and loss of fine detail.
Early_Renaissance__pisanello_stork-1430__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Renaissance color and texture; appears washed out and modern.,5,5,5,Excellent match to Early Renaissance palette and brushwork; clean structure with no artifacts.,3,4,4,Moderate style transfer with some aging effect; structure preserved but less vibrant than target.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low style transfer; output is nearly grayscale with minimal Ukiyo-e characteristics. Structure is preserved but lacks artistic stylization.,5,5,5,"Excellent Ukiyo-e style with bold colors, flat shading, and stylized architecture. Structure is well-preserved and artifacts are minimal.",3,4,2,Moderate style transfer with some color washes but lacks distinct Ukiyo-e features. Structure is mostly preserved but has noticeable smudging and blur artifacts.
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves source structure well but fails to apply Renaissance style; output resembles original Japanese print with minor texture noise.,5,5,5,"Excellent transfer of Early Renaissance painterly style, facial modeling, and color palette while perfectly preserving the subject’s pose and composition. No visible artifacts.",3,4,4,Applies some Renaissance-like softness and color but lacks depth and chiaroscuro; structure is preserved but style is weak and inconsistent compared to target.
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,Overly washed out; lacks impressionist brushwork and color vibrancy. Structure is preserved but style is weak.,5,5,5,"Excellent impressionist rendering with visible brushstrokes, rich color palette, and faithful structure. Minimal artifacts.",3,4,3,Moderate impressionist feel but overly hazy and low contrast. Some structural elements are blurred or lost; mild artifacts present.
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source sketch-like quality with no Renaissance features. Structure preserved but lacks artistic intent.,5,5,5,"Excellent Early Renaissance style: rich color palette, chiaroscuro, religious iconography, and painterly texture. Source structure (boat, wave, figures) faithfully adapted into Renaissance composition. No visible artifacts.",3,4,4,"Some Renaissance influence in shading and tone, but style is inconsistent — partially retains source line art. Structure mostly preserved. Minor blending artifacts near edges."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but fails to apply any Renaissance style; output is nearly identical to source.",5,4,4,Strongest style transfer with appropriate color palette and texture; minor softening of structure but overall best balance.,3,3,2,Moderate style attempt but suffers from heavy blur and artifacts; structure is degraded and style is inconsistent.
Ukiyo_e__utagawa-kunisada_the-actor__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Rococo style; output resembles a faded or inverted version of the source with no stylistic transfer. Structure is partially preserved but distorted by noise and lack of color/style integration.,5,5,5,"Excellent Rococo style transfer: soft pastel palette, ornate floral borders, delicate brushwork, and romantic composition. Source structure (figures, pose, layout) is faithfully preserved. No visible artifacts or distortions.",3,4,3,"Partial Rococo influence with some pastel tones and decorative elements, but style is inconsistent and washed out. Structure is mostly preserved but suffers from blurring and color bleeding. Some artifacts in background and figure edges."
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Strong minimalism with bold flat colors and simplified shapes; source structure well preserved; no visible artifacts.,3,3,3,"Some minimalism via soft tones and abstraction, but lacks clarity; structure somewhat retained; mild haze/artifacts present."
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed-out and hazy; lacks Renaissance color depth and texture. Structure is preserved but degraded by blur and low contrast.,5,5,5,Excellent match to Early Renaissance palette and brushwork feel. Figures and landscape retain sharp structure with no visible artifacts or distortion.,3,4,3,Moderate style transfer with some Renaissance tones but overly bright and flat. Minor haloing around figures; structure mostly intact but slightly softened.
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves sketch structure with faint color wash. Lacks Impressionist brushwork or vibrancy.,5,5,5,"Excellent Impressionist rendering: visible brushstrokes, warm palette, soft edges, and atmospheric lighting while preserving bear anatomy and pose.",2,4,3,Similar to LBM — retains line art dominance with minimal stylistic infusion. No significant Impressionist characteristics applied.
Rococo__antoine-watteau_the-delicate-musician__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses structural detail and fails to convey minimalism beyond haze.,5,5,5,Excellent geometric abstraction with clean lines and flat planes; preserves pose and composition while achieving strong minimalist aesthetic.,3,3,3,Moderate success; retains figure but lacks crispness and intentional simplification; appears more like a faded version than true minimalism.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style fidelity; appears washed out and lacks Ukiyo-e characteristics. Structure is preserved but overly blurred. High artifact presence due to loss of detail.,5,5,5,"Excellent Ukiyo-e style transfer with clear woodblock aesthetic, bold outlines, and flat color regions. Structure is well-preserved with minimal distortion. No visible artifacts.",3,4,3,"Moderate style transfer — some Ukiyo-e elements present (e.g., soft gradients, muted tones) but lacks crisp linework. Structure is mostly intact. Slight smudging/artifacts in background."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very faint, washed-out style; lacks Ukiyo-e color and linearity. Structure preserved but visually indistinct.",5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color blocks, stylized sky/water. Excellent structure retention with minimal artifacts.",3,4,4,"Moderate Ukiyo-e influence with some color blocking, but overly soft and painterly. Some smudging reduces clarity."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,"Excellent minimalism with clean geometry, strong structure retention, and no visible artifacts.",3,3,3,Moderate minimalism attempt; some structure retained but overly hazy and lacks crispness.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,4,3,4,3,Moderate Renaissance texture and color wash applied; structure mostly preserved but edges slightly blurred; some noise in sky and mountain areas.,2,3,2,Overly darkened and muddy tones; poor stylistic match to Early Renaissance; structural distortion in mountain form; visible artifacts in water and sky.,5,5,5,"Excellent Early Renaissance aesthetic with appropriate chiaroscuro, earthy palette, and aged parchment texture; source structure perfectly retained; no visible artifacts or distortions."
