case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred; loses both structure and stylistic detail.,4,4,4,Balanced impressionistic texture with clear structure and minimal artifacts.,3,3,3,Visible grid artifacts and unnatural color shifts reduce quality.
Minimalism__yves-gaucher_traces-2000__to__Minimalism,Minimalism,Minimalism,LBM-PS-v2_e13,LBM-PS-v2_e13,Seedream_repaired750,LBM-PS-v2_e13,4,5,3,5,Strong minimalism via uniform white field; loses source structure but excels in style purity and artifact suppression.,3,5,4,Preserves horizontal line structure well; introduces colorful artifacts that detract from minimalism.,4,4,4,"Balanced output: retains line structure, applies soft minimal tone, minor color bleed present but controlled."
Minimalism__yves-gaucher_traces-2000__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Highly blurred; no discernible Rococo elements or structure retained.,5,5,5,Clear Rococo ornamental frame with balanced composition and clean edges.,3,3,3,Subtle Rococo hints but overly washed out; structure and artifacts moderately preserved.
Minimalism__yves-gaucher_traces-2000__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurred; no discernible Ukiyo-e features or structure.,3,4,5,"Clean horizontal bands with subtle color gradients; minimal artifacts, but lacks strong Ukiyo-e motifs.",5,3,3,Strong Ukiyo-e texture and wash-like effect; some structural distortion and visible banding artifacts.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurred and indistinct; no discernible Renaissance style or structure.,5,5,5,"Strong Early Renaissance architectural and figural style; clean, coherent structure with minimal artifacts.",3,2,2,"Textured, parchment-like appearance suggests age but lacks clear stylistic or structural fidelity to Renaissance painting."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,2,"Highly blurred, loses all structure and style cues; appears as noise rather than impressionistic rendering.",5,5,5,"Clean, uniform yellow with subtle texture mimicking Impressionist brushwork; preserves source structure perfectly and avoids artifacts.",4,5,4,Good Impressionist texture but slightly uneven edges and minor artifacts; still strong overall performance.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,Overly blurred and washed out; loses minimalism’s crispness and color fidelity.,5,5,5,"Clean, solid color field with sharp edges — ideal minimalism; no artifacts or distortion.",4,4,4,Good color and shape retention but slightly textured/noisy; less pure than D.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurry and indistinct; no discernible Rococo elements or structure.,5,5,5,Perfectly captures Rococo ornate frame and golden hue while preserving the source’s rectangular shape and clean edges.,3,4,4,Retains structure and color but lacks detailed Rococo ornamentation; appears more like textured gold than stylized Rococo.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and indistinct; no discernible Ukiyo-e features or structure.,3,4,5,"Clean, uniform color field with minimal artifacts; preserves source structure but lacks stylistic detail.",5,3,3,Strong Ukiyo-e texture and grain; some noise/artifacts present but stylistically appropriate.
Rococo__antoine-pesne_carl-heinrich-graun__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and painterly; loses Renaissance clarity and detail.,5,5,5,Excellent Early Renaissance style match with clean structure and minimal artifacts.,4,4,4,Good style and structure but slightly less refined than D in texture and lighting.
Rococo__antoine-pesne_carl-heinrich-graun__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; loses both style detail and structure.,5,5,5,Strong Impressionist brushwork while preserving original composition and clarity.,3,4,3,Moderate style transfer with some loss of texture and slight darkening artifacts.
Rococo__antoine-pesne_carl-heinrich-graun__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,"Overly blurred, loses stylistic intent; structure preserved but style is vague.",5,5,5,Clean minimalism with sharp lines and flat color blocks; faithful to source composition and target style.,3,4,3,"Retains structure but applies muted grayscale wash; lacks crisp minimalism, some smudging artifacts."
Rococo__antoine-pesne_carl-heinrich-graun__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and smudged; loses Rococo elegance and detail.,5,5,5,"Excellent Rococo styling with ornate background, soft lighting, and preserved composition.",3,4,3,Moderate style transfer; retains structure but lacks Rococo richness and introduces slight artifacts.
Rococo__antoine-pesne_carl-heinrich-graun__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and washed out; lacks Ukiyo-e line work or color blocking; structure is barely discernible due to heavy blur artifacts.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color areas, and stylized shading; perfectly preserves original composition and poses; no visible artifacts.",4,4,4,Good Ukiyo-e influence with stylized faces and clothing; structure is well preserved but slightly less crisp than D; minor softness in edges but no major artifacts.
Rococo__antoine-watteau_head-of-a-man__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,3,Very blurry and indistinct; lacks Renaissance detail or texture.,5,5,5,"Strong Early Renaissance style with clear anatomy, chiaroscuro, and clean rendering.",4,4,4,Good stylistic match but slightly distorted proportions and minor smudging artifacts.
Rococo__antoine-watteau_head-of-a-man__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,2,1,"Overly blurred, loses facial structure and brushwork detail; impressionistic texture is vague rather than intentional.",3,5,3,Preserves facial anatomy well; soft brushstrokes suggest impressionism but lack color variation and painterly texture.,5,4,5,"Strong impressionist brushwork with visible strokes, warm palette, and controlled artifacts; retains key facial features while stylizing effectively."
Rococo__antoine-watteau_head-of-a-man__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,Overly blurred; loses all structural and stylistic intent.,5,5,5,Clean geometric abstraction with precise edges and minimalism.,3,3,4,Retains some form but lacks clarity and introduces noise.
Rococo__antoine-watteau_head-of-a-man__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurred; no discernible Rococo features or structure.,5,5,5,"Strong Rococo styling with ornate details, soft lighting, and elegant composition while preserving source structure cleanly.",3,4,3,Some Rococo influence but overly sketchy and noisy; structure preserved but artifacts reduce quality.
Rococo__antoine-watteau_head-of-a-man__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Extremely blurry and indistinct; loses both style and structure.,3,5,5,Clean line art with good structural fidelity; mild Ukiyo-e stylization but minimal artifacts.,5,3,3,Strong Ukiyo-e ink-wash and woodblock texture; some distortion in facial structure and minor smudging artifacts.
Rococo__antoine-watteau_the-delicate-musician__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Overly blurred and smudged; loses both style detail and structural clarity.,3,5,4,"Clean structure and good artifact control, but style is too modern/clean for Early Renaissance.",5,4,5,"Strong Early Renaissance painterly texture, retains pose and composition well, minimal artifacts."
Rococo__antoine-watteau_the-delicate-musician__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, loses all structural detail and style fidelity; appears as a smudged ghost rather than impressionistic rendering.",4,3,3,"Good brushwork and color palette matching Impressionism, but slight over-saturation and minor edge artifacts around figure contours.",5,5,5,"Excellent preservation of pose and composition with authentic Impressionist brushstrokes, natural lighting, and no visible artifacts."
Rococo__antoine-watteau_the-delicate-musician__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,"Highly preserves original structure with minimal artifacts, but fails to apply minimalism style — appears as a blurred or abstracted version of source.",5,3,3,"Strongly applies minimalism through simplified forms, flat colors, and reduced detail; structure is recognizable but stylized; minor artifacts in background blending.",3,4,4,"Moderate minimalism applied — some simplification and color reduction, but retains more texture and detail than D; structure well preserved with slight softening artifacts."
Rococo__antoine-watteau_the-delicate-musician__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,1,Extremely blurry and indistinct; fails to convey Rococo elegance or preserve source structure.,5,4,3,"Strong Rococo aesthetic with soft pastels, ornate framing, and delicate rendering; slight haloing around edges but overall coherent.",3,5,5,"Preserves source pose and composition faithfully; style is muted and less distinctly Rococo, but clean and artifact-free."
Rococo__antoine-watteau_the-delicate-musician__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Extremely blurry and indistinct; no clear Ukiyo-e features or structural fidelity.,3,3,3,Moderate Ukiyo-e styling with visible brushwork and color palette; structure preserved but slightly softened; minor artifacts in background.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and stylized forms; structure closely matches source; clean rendering with minimal artifacts."
Rococo__benjamin-west_self-portrait-1770__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Overly abstracted; loses portrait structure and Renaissance style cues.,3,4,3,Good structure retention; moderate Renaissance styling with slight softness.,5,5,5,"Strong Early Renaissance style, excellent structure preservation, minimal artifacts."
Rococo__benjamin-west_self-portrait-1770__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and washed out; loses both style and structure.,5,5,5,Excellent Impressionist brushwork while preserving portrait structure cleanly.,3,4,4,Moderate style transfer; structure intact but lacks full Impressionist texture.
Rococo__benjamin-west_self-portrait-1770__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic fidelity to source or target.,5,5,5,"Clean geometric abstraction with sharp edges, flat colors, and preserved pose — ideal minimalism.",3,4,4,Retains structure but retains painterly texture; less minimalist than D due to shading and detail.
Rococo__benjamin-west_self-portrait-1770__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Very faithful to source structure but lacks Rococo styling; appears blurred and indistinct.,5,4,5,"Strong Rococo aesthetic with soft pastels, ornate framing, and elegant pose; minor structural softening but excellent artifact control.",3,4,4,"Retains source structure well and adds some Rococo flair (e.g., hat, background), but style is less refined and slightly muddy compared to D."
Rococo__benjamin-west_self-portrait-1770__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,1,2,1,Extremely blurry and lacks any discernible Ukiyo-e characteristics; structure is nearly lost.,3,5,4,"Good structural fidelity and clean output, but style is generic and lacks specific Ukiyo-e motifs or line work.",5,4,5,Strong Ukiyo-e style with bold outlines and flat color; minor artifacts in background but overall excellent.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and abstract; loses Renaissance detail and structure.,4,4,4,Good stylistic match with clear structure and minimal artifacts.,5,5,5,"Excellent Early Renaissance style fidelity, preserves source structure, and clean output."
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural detail and fails to convey Impressionist brushwork or color harmony.,5,4,4,Strong Impressionist palette and soft brushstrokes; preserves key compositional elements with minimal artifacts.,4,3,3,Good color and texture mimicry but slightly darker and less luminous; minor structural distortion in foreground.
