case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,QEdgePattn_e01_style_specificity,QEdgePattn_e01_structure_preservation,QEdgePattn_e01_artifact_control,QEdgePattn_e01_note
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,QEdgePattn_e01,4,2,5,3,Preserves source structure perfectly but fails to apply Impressionist style; output is nearly identical to source with no stylistic transformation.,5,4,4,Strongly applies Impressionist brushwork and color palette to the head region; structure is mostly preserved but slightly distorted around edges; minimal artifacts.,3,4,5,Clean output with no visible artifacts; structure well-preserved; style application is subtle and inconsistent — some areas show faint impressionistic texture but overall lacks strong stylistic fidelity.
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but very weak Rococo style transfer; appears mostly green-tinted with minimal ornamental detail.",5,3,3,"Strongest Rococo style transfer with ornate framing and decorative elements, but structure is distorted and artifacts are visible in reflections and edges.",2,4,4,"Moderate structure preservation and low artifacts, but style transfer is weak and indistinct; lacks clear Rococo characteristics."
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,QEdgePattn_e01,4,2,3,3,Weak Rococo styling; muted colors and lack of ornamental detail. Structure preserved but lacks stylistic richness. Some smudging in sky and figures.,5,4,3,"Strong Rococo aesthetic with ornate arch, gilded details, and soft pastel palette. Structure slightly distorted by framing element but overall faithful. Minor artifacts in figure edges.",3,5,5,Good structural fidelity and clean rendering. Style is present but subdued — lacks the opulence and decorative flourishes typical of Rococo. Minimal artifacts.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Frame texture is overly noisy and lacks Renaissance refinement; structure preserved but style is muddy and inconsistent with target.,5,5,5,"Excellent match to Early Renaissance style: ornate gilded frame with classical motifs, soft chiaroscuro, and faithful preservation of portrait structure and composition.",3,4,3,"Frame has some Renaissance elements but appears slightly flattened and less detailed; structure well preserved, minor artifacts in frame texture."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Rococo ornamentation; muted colors and no decorative frame reduce style specificity.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel palette, and faithful structure preservation; minimal artifacts.",3,4,4,"Moderate style transfer with some Rococo hints (frame, color), but less refined than Seedream; minor edge artifacts present."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; minimal Ukiyo-e style transfer; structure is preserved but heavily degraded by haze.,5,5,5,Excellent Ukiyo-e stylization with clear line work and flat color regions; structure perfectly preserved; no visible artifacts.,2,3,2,"Similar to LBM-Knee_e13 — overly hazy, low contrast, and lacks distinct Ukiyo-e stylistic features; structure is somewhat visible but obscured."
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,4,Minimal style transfer; mostly preserves source geometry with slight color shift. No Ukiyo-e elements.,5,5,5,"Excellent integration of Ukiyo-e aesthetic (color palette, texture, subtle ink-wash effect) while perfectly preserving the zigzag structure. Clean output with no artifacts.",2,4,3,Slight color wash applied but lacks stylistic depth. Minor blurring and edge softening introduce minor artifacts. Structure mostly preserved.
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; structure preserved but colors and textures lack ornamental detail; noticeable smearing and loss of fine line work.,5,5,5,"Excellent Rococo emulation with ornate borders, soft pastel tones, and elegant curves; source composition fully preserved; minimal artifacts.",3,4,3,Moderate Rococo influence via decorative framing and color wash; structure mostly intact; slight blurring and edge softening reduce clarity.
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; mostly preserves original sketch with faint Rococo-like color wash. Structure is intact but lacks artistic integration. Artifacts include uneven coloring and lack of texture.,5,5,5,"Excellent Rococo style transfer with rich colors, soft lighting, and ornate details. Source structure (ship, wave, figures) is preserved and enhanced. No visible artifacts; high coherence and aesthetic quality.",2,4,3,Preserves source line art well but applies minimal style. Slight Rococo color tinting but lacks depth or texture. Some edge artifacts and inconsistent shading. Structure is clear but stylistically underdeveloped.
Minimalism__brice-marden_joined-2011__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,Preserves source structure perfectly but applies almost no Rococo style; appears nearly identical to source.,5,3,3,"Strong Rococo ornamental framing and color palette; distorts source object into decorative frame, reducing structural fidelity but achieving high stylistic transfer.",2,5,5,"Nearly identical to source; minimal style application, no artifacts, perfect structure preservation."
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Weak impressionist texture; overly smooth and flat color washes. Structure preserved but lacks brushwork depth. Some artifacts in sky gradient.,5,5,5,"Excellent impressionist brushstroke simulation, vibrant yet cohesive palette. Perfect structural fidelity to source. No visible artifacts.",3,4,4,Moderate impressionist feel with some edge emphasis. Structure mostly preserved. Minor haloing around figures and slight color bleeding.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears foggy and washed out. Structure is preserved but obscured by haze. Heavy artifacts from over-smoothing or failed style application.,5,5,5,Excellent Ukiyo-e style transfer with appropriate color palette and line work. Structure is perfectly preserved. No visible artifacts; clean and coherent output.,2,3,2,"Similar to LBM-Knee_e13 — heavily blurred and hazy, failing to convey Ukiyo-e style. Structure is present but degraded. Significant visual artifacts due to poor style rendering."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor Rococo style transfer; heavy dark vignetting and grunge artifacts obscure content. Structure is preserved but visually degraded.,5,5,5,Excellent Rococo style transfer with appropriate pastel palette and soft brushwork. Structure is perfectly preserved within the ornate frame. No visible artifacts.,3,4,3,Moderate style transfer with some Rococo color hints but lacks the characteristic softness. Heavy dark borders and edge artifacts reduce quality. Structure is mostly intact.
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo influence; heavy vignetting and blur obscure content. Structure is partially preserved but degraded by artifacts.,5,5,5,Excellent Rococo style transfer with ornate frame and soft pastel palette. Source structure is well-preserved with minimal artifacts.,3,4,3,"Moderate Rococo feel via color and texture, but lacks ornamental framing. Structure is mostly intact with slight smudging and edge artifacts."
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source sketch with faint ink wash. Structure is well-maintained but lacks Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style integration with strong color palette and line work. Source structure (face, rays, text) is preserved and enhanced. No visible artifacts.",2,4,3,Similar to LBM — minimal stylistic change. Preserves source layout and lines but fails to apply Ukiyo-e aesthetic. Slight noise in background.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with soft color washes; structure preserved but edges blurred; noticeable smudging and halo artifacts around figure.,5,5,5,"Excellent match to Early Renaissance style — accurate palette, lighting, and architectural framing; structure perfectly preserved; minimal to no artifacts.",4,4,4,Strong stylistic fidelity with textured brushwork and period-appropriate tones; structure well-maintained; slight edge halos and minor color bleeding near book pages.
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; retains source content with only faint texture overlay. Structure preserved but no meaningful stylistic adaptation.,5,5,5,"Excellent Early Renaissance style transfer: chiaroscuro, anatomical realism, and fresco-like texture applied coherently. Source structure fully preserved with high fidelity and no visible artifacts.",2,3,2,"Similar to LBM — minimal stylistic change, mostly edge-preserving noise or pattern overlay. No clear Renaissance aesthetic integration."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,4,3,Moderate Early Renaissance color palette and texture; structure preserved but edges slightly blurred; noticeable vignetting and edge artifacts.,5,5,5,"Strong Early Renaissance aesthetic with soft chiaroscuro, muted tones, and painterly brushwork; excellent structural fidelity and minimal artifacts.",4,4,4,Good stylistic emulation with aged parchment effect and muted colors; structure well maintained; slight over-sharpening and edge haloing present.
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,Preserves source structure perfectly but fails to apply Ukiyo-e style; output is nearly identical to source with minimal stylistic change.,5,3,3,"Strongly applies Ukiyo-e aesthetic (bold lines, flat color blocks, stylized clouds) but distorts source geometry significantly; some artifacts in cloud rendering and boat shapes.",3,4,4,Moderate Ukiyo-e influence with soft brushwork and muted tones; better structure than Seedream but less stylized; minor smudging and loss of fine detail.
Rococo__benjamin-west_self-portrait-1770__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; loses facial detail and texture. Style transfer is weak and indistinct, resembling a foggy overlay rather than Early Renaissance painting.",5,5,5,"Excellent preservation of original structure with strong Early Renaissance stylistic qualities: rich chiaroscuro, warm earth tones, soft brushwork, and atmospheric depth. Minimal artifacts.",3,4,3,"Better than LBM but still suffers from excessive blurring and loss of fine detail. Some Renaissance-like tonal warmth present, but lacks the richness and clarity of Seedream."
